Cluster-1	total=29	enrichmentScore=3.0701007774592215	phaseStdDev=2.005629377762261	"Mitochondrion,Transit peptide,MitochondrionAnnotation Cluster 1"	Enrichment Score: 3.0701007774592215								
GOTERM_CC_DIRECT	GO:0005762~mitochondrial large ribosomal subunit	7	1.008645533	0.063333331	-2.253017571	1.112594977	"FBtr0084577, FBtr0331227, FBtr0072084, FBtr0074330, FBtr0075672, FBtr0084272, FBtr0071533"	561	51	10026	2.452972633	1	1
UP_KEYWORDS	Ribosomal protein	13	1.873198847	0.133025766	-1.790733923	1.929949169	"FBtr0075519, FBtr0111146, FBtr0072084, FBtr0089422, FBtr0084577, FBtr0085961, FBtr0086274, FBtr0331227, FBtr0075672, FBtr0084272, FBtr0074330, FBtr0070459, FBtr0071533"	694	168	13921	1.552190545	1	0.768953816
UP_KEYWORDS	Ribonucleoprotein	14	2.017291066	0.193171228	-1.864115286	1.878471784	"FBtr0075519, FBtr0111146, FBtr0072084, FBtr0089422, FBtr0084577, FBtr0085961, FBtr0086274, FBtr0331227, FBtr0075672, FBtr0084272, FBtr0074330, FBtr0079697, FBtr0070459, FBtr0071533"	694	199	13921	1.411191404	1	0.907851643
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	16	2.305475504	0.760464193	-1.633538706	2.211198472	"FBtr0075519, FBtr0111146, FBtr0072084, FBtr0089422, FBtr0332090, FBtr0084577, FBtr0085961, FBtr0085694, FBtr0086274, FBtr0331227, FBtr0075672, FBtr0084272, FBtr0074330, FBtr0076597, FBtr0070459, FBtr0075983, FBtr0071533"	507	319	9284	0.918452017	1	1
KEGG_PATHWAY	dme03010:Ribosome	6	0.864553314	0.999619098	-0.702809833	2.173501877	"FBtr0085961, FBtr0331227, FBtr0086274, FBtr0074330, FBtr0089422, FBtr0070459"	179	233	2737	0.393746853	1	1
GOTERM_BP_DIRECT	GO:0006412~translation	15	2.161383285	0.999868584	-1.413239375	2.308551698	"FBtr0071251, FBtr0075519, FBtr0111146, FBtr0072084, FBtr0089422, FBtr0332090, FBtr0084577, FBtr0085961, FBtr0085694, FBtr0086274, FBtr0075672, FBtr0074330, FBtr0070459, FBtr0072866, FBtr0075983, FBtr0075566"	566	601	10996	0.484880911	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0072866	HBS1-RA	0.059067	0.049729	20.6	FlyBase HBS1-RA	Figure for HBS1-RA							
FBtr0084577	mRpS24-RA	1.347057	0.014377	22.7	FlyBase mRpS24-RA	Figure for mRpS24-RA							
FBtr0111146	mRpS5-RA	1.039565	0.008018	21.3	FlyBase mRpS5-RA	Figure for mRpS5-RA							
FBtr0084272	mRpL45-RA	1.287993	0.014377	20.9	FlyBase mRpL45-RA	Figure for mRpL45-RA							
FBtr0075566	AIMP2-RB	2.185726	0.014377	0.5	FlyBase AIMP2-RB	Figure for AIMP2-RB							
FBtr0085961	RpL21-RA	1.324372	0.041225	3.6	FlyBase RpL21-RA	Figure for RpL21-RA							
FBtr0074330	mRpL22-RA	2.493805	0.005379	22.8	FlyBase mRpL22-RA	Figure for mRpL22-RA							
FBtr0076597	CG32022-RA	1.118799	0.039811	21.1	FlyBase CG32022-RA	Figure for CG32022-RA							
FBtr0072084	mRpL43-RA	0.976986	0.040178	22.6	FlyBase mRpL43-RA	Figure for mRpL43-RA							
FBtr0089422	RpS7-RA	1.591442	0.015683	0.2	FlyBase RpS7-RA	Figure for RpS7-RA							
FBtr0078215	mTerf3-RA	0.931047	0.038871	4.2	FlyBase mTerf3-RA	Figure for mTerf3-RA							
FBtr0331227	mRpL28-RB	2.687763	0.005379	22.4	FlyBase mRpL28-RB	Figure for mRpL28-RB							
FBtr0086274	RpS18-RA	-0.227881	0.043959	20.7	FlyBase RpS18-RA	Figure for RpS18-RA							
FBtr0071251	CG1789-RA	1.209677	0.009609	21.4	FlyBase CG1789-RA	Figure for CG1789-RA							
FBtr0075519	mRpS31-RA	1.679292	0.013115	20.6	FlyBase mRpS31-RA	Figure for mRpS31-RA							
FBtr0075672	mRpL39-RA	0.545467	0.046925	19.7	FlyBase mRpL39-RA	Figure for mRpL39-RA							
FBtr0085694	aralar1-RA	2.616683	0.013115	3.9	FlyBase aralar1-RA	Figure for aralar1-RA							
FBtr0071533	mRpL54-RA	1.764453	0.027401	21	FlyBase mRpL54-RA	Figure for mRpL54-RA							
FBtr0070459	tko-RB	2.028025	0.011589	22.1	FlyBase tko-RB	Figure for tko-RB							
FBtr0075983	CG32103-RC	0.948838	0.037102	21.5	FlyBase CG32103-RC	Figure for CG32103-RC							
FBtr0079697	CG13097-RA	1.179087	0.018529	21.2	FlyBase CG13097-RA	Figure for CG13097-RA							
FBtr0332090	CG32103-RE	1.159578	0.025327	21	FlyBase CG32103-RE	Figure for CG32103-RE							
													
Cluster-24	total=189	enrichmentScore=0.6639445216148665	phaseStdDev=5.108799303033709	"Membrane,Transmembrane helix,Transmembrane,integral component of membraneAnnotation Cluster 24"	Enrichment Score: 0.6639445216148665								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Membrane	178	25.64841499	0.099771045	0.507082559	5.125240552	"FBtr0300555, FBtr0100382, FBtr0300434, FBtr0301645, FBtr0082909, FBtr0345342, FBtr0071170, FBtr0301484, FBtr0082624, FBtr0084805, FBtr0089026, FBtr0084648, FBtr0082869, FBtr0089028, FBtr0081257, FBtr0344535, FBtr0081016, FBtr0345108, FBtr0085501, FBtr0334610, FBtr0082596, FBtr0088699, FBtr0086156, FBtr0087881, FBtr0078135, FBtr0085460, FBtr0335429, FBtr0072417, FBtr0076597, FBtr0075542, FBtr0071207, FBtr0072812, FBtr0074299, FBtr0331505, FBtr0074335, FBtr0074973, FBtr0303779, FBtr0302569, FBtr0301238, FBtr0300028, FBtr0073067, FBtr0339571, FBtr0072130, FBtr0070070, FBtr0081427, FBtr0305317, FBtr0084017, FBtr0087533, FBtr0088103, FBtr0345609, FBtr0302160, FBtr0086044, FBtr0072923, FBtr0339612, FBtr0079638, FBtr0112806, FBtr0076888, FBtr0079999, FBtr0071676, FBtr0078507, FBtr0089084, FBtr0345005, FBtr0081638, FBtr0331759, FBtr0340195, FBtr0071590, FBtr0305545, FBtr0306634, FBtr0084629, FBtr0089766, FBtr0083810, FBtr0085712, FBtr0334873, FBtr0086136, FBtr0332212, FBtr0331760, FBtr0078230, FBtr0334870, FBtr0075365, FBtr0079841, FBtr0273393, FBtr0333029, FBtr0079609, FBtr0345597, FBtr0113768, FBtr0089771, FBtr0073482, FBtr0290138, FBtr0302662, FBtr0087869, FBtr0089659, FBtr0084755, FBtr0082584, FBtr0083278, FBtr0308245, FBtr0085694, FBtr0342919, FBtr0082183, FBtr0077397, FBtr0085571, FBtr0079572, FBtr0087870, FBtr0334461, FBtr0331635, FBtr0331756, FBtr0330700, FBtr0290024, FBtr0076106, FBtr0330302, FBtr0075338, FBtr0071014, FBtr0100183, FBtr0346633, FBtr0346594, FBtr0343486, FBtr0339660, FBtr0339781, FBtr0084601, FBtr0083876, FBtr0082424, FBtr0088806, FBtr0079783, FBtr0334890, FBtr0308070, FBtr0076433, FBtr0079703, FBtr0075983, FBtr0332356, FBtr0331389, FBtr0331664, FBtr0110834, FBtr0073146, FBtr0086119, FBtr0079150, FBtr0083136, FBtr0085551, FBtr0086089, FBtr0072607, FBtr0071637, FBtr0333835, FBtr0075078, FBtr0074385, FBtr0070423, FBtr0071035, FBtr0074903, FBtr0343147, FBtr0344874, FBtr0084702, FBtr0085513, FBtr0332090, FBtr0300178, FBtr0336699, FBtr0082099, FBtr0334310, FBtr0082376, FBtr0084399, FBtr0087268, FBtr0329872, FBtr0088473, FBtr0079128, FBtr0073725, FBtr0075322, FBtr0072755, FBtr0072117, FBtr0088073, FBtr0336459, FBtr0332413, FBtr0080916, FBtr0290216, FBtr0301812, FBtr0304807, FBtr0089451, FBtr0089056, FBtr0300680, FBtr0301016, FBtr0308841, FBtr0082378, FBtr0100537, FBtr0079251, FBtr0080362, FBtr0079013, FBtr0299833, FBtr0085373, FBtr0086580, FBtr0071777, FBtr0076822"	694	3266	13921	1.093238166	1	0.675592506
UP_KEYWORDS	Transmembrane helix	160	23.05475504	0.175942695	0.530353399	5.276128069	"FBtr0300555, FBtr0100382, FBtr0301645, FBtr0082909, FBtr0345342, FBtr0071170, FBtr0301484, FBtr0084805, FBtr0089026, FBtr0084648, FBtr0082869, FBtr0089028, FBtr0081257, FBtr0344535, FBtr0081016, FBtr0345108, FBtr0085501, FBtr0334610, FBtr0082596, FBtr0088699, FBtr0087881, FBtr0078135, FBtr0085460, FBtr0335429, FBtr0072417, FBtr0076597, FBtr0075542, FBtr0071207, FBtr0074299, FBtr0331505, FBtr0074335, FBtr0074973, FBtr0303779, FBtr0302569, FBtr0300028, FBtr0073067, FBtr0339571, FBtr0072130, FBtr0070070, FBtr0081427, FBtr0305317, FBtr0084017, FBtr0087533, FBtr0088103, FBtr0302160, FBtr0086044, FBtr0072923, FBtr0339612, FBtr0112806, FBtr0076888, FBtr0079999, FBtr0078507, FBtr0089084, FBtr0345005, FBtr0081638, FBtr0331759, FBtr0340195, FBtr0071590, FBtr0305545, FBtr0306634, FBtr0084629, FBtr0083810, FBtr0334873, FBtr0086136, FBtr0332212, FBtr0331760, FBtr0078230, FBtr0334870, FBtr0075365, FBtr0079841, FBtr0333029, FBtr0079609, FBtr0345597, FBtr0113768, FBtr0089771, FBtr0290138, FBtr0087869, FBtr0089659, FBtr0084755, FBtr0082584, FBtr0083278, FBtr0308245, FBtr0085694, FBtr0342919, FBtr0082183, FBtr0077397, FBtr0085571, FBtr0079572, FBtr0087870, FBtr0334461, FBtr0331635, FBtr0331756, FBtr0330700, FBtr0290024, FBtr0076106, FBtr0330302, FBtr0075338, FBtr0071014, FBtr0100183, FBtr0346633, FBtr0346594, FBtr0343486, FBtr0339660, FBtr0339781, FBtr0084601, FBtr0083876, FBtr0082424, FBtr0088806, FBtr0079783, FBtr0308070, FBtr0076433, FBtr0079703, FBtr0075983, FBtr0332356, FBtr0331389, FBtr0331664, FBtr0110834, FBtr0086119, FBtr0079150, FBtr0083136, FBtr0085551, FBtr0086089, FBtr0072607, FBtr0071637, FBtr0333835, FBtr0075078, FBtr0074385, FBtr0070423, FBtr0071035, FBtr0074903, FBtr0344874, FBtr0084702, FBtr0085513, FBtr0332090, FBtr0300178, FBtr0336699, FBtr0082099, FBtr0334310, FBtr0082376, FBtr0084399, FBtr0087268, FBtr0329872, FBtr0088473, FBtr0073725, FBtr0075322, FBtr0072755, FBtr0072117, FBtr0088073, FBtr0336459, FBtr0332413, FBtr0080916, FBtr0290216, FBtr0301812, FBtr0304807, FBtr0089451, FBtr0300680, FBtr0301016, FBtr0308841, FBtr0082378, FBtr0100537, FBtr0079251, FBtr0080362, FBtr0079013, FBtr0299833, FBtr0085373, FBtr0086580, FBtr0071777, FBtr0076822"	694	2985	13921	1.07519345	1	0.907851643
UP_KEYWORDS	Transmembrane	160	23.05475504	0.177984461	0.530353399	5.276128069	"FBtr0300555, FBtr0100382, FBtr0301645, FBtr0082909, FBtr0345342, FBtr0071170, FBtr0301484, FBtr0084805, FBtr0089026, FBtr0084648, FBtr0082869, FBtr0089028, FBtr0081257, FBtr0344535, FBtr0081016, FBtr0345108, FBtr0085501, FBtr0334610, FBtr0082596, FBtr0088699, FBtr0087881, FBtr0078135, FBtr0085460, FBtr0335429, FBtr0072417, FBtr0076597, FBtr0075542, FBtr0071207, FBtr0074299, FBtr0331505, FBtr0074335, FBtr0074973, FBtr0303779, FBtr0302569, FBtr0300028, FBtr0073067, FBtr0339571, FBtr0072130, FBtr0070070, FBtr0081427, FBtr0305317, FBtr0084017, FBtr0087533, FBtr0088103, FBtr0302160, FBtr0086044, FBtr0072923, FBtr0339612, FBtr0112806, FBtr0076888, FBtr0079999, FBtr0078507, FBtr0089084, FBtr0345005, FBtr0081638, FBtr0331759, FBtr0340195, FBtr0071590, FBtr0305545, FBtr0306634, FBtr0084629, FBtr0083810, FBtr0334873, FBtr0086136, FBtr0332212, FBtr0331760, FBtr0078230, FBtr0334870, FBtr0075365, FBtr0079841, FBtr0333029, FBtr0079609, FBtr0345597, FBtr0113768, FBtr0089771, FBtr0290138, FBtr0087869, FBtr0089659, FBtr0084755, FBtr0082584, FBtr0083278, FBtr0308245, FBtr0085694, FBtr0342919, FBtr0082183, FBtr0077397, FBtr0085571, FBtr0079572, FBtr0087870, FBtr0334461, FBtr0331635, FBtr0331756, FBtr0330700, FBtr0290024, FBtr0076106, FBtr0330302, FBtr0075338, FBtr0071014, FBtr0100183, FBtr0346633, FBtr0346594, FBtr0343486, FBtr0339660, FBtr0339781, FBtr0084601, FBtr0083876, FBtr0082424, FBtr0088806, FBtr0079783, FBtr0308070, FBtr0076433, FBtr0079703, FBtr0075983, FBtr0332356, FBtr0331389, FBtr0331664, FBtr0110834, FBtr0086119, FBtr0079150, FBtr0083136, FBtr0085551, FBtr0086089, FBtr0072607, FBtr0071637, FBtr0333835, FBtr0075078, FBtr0074385, FBtr0070423, FBtr0071035, FBtr0074903, FBtr0344874, FBtr0084702, FBtr0085513, FBtr0332090, FBtr0300178, FBtr0336699, FBtr0082099, FBtr0334310, FBtr0082376, FBtr0084399, FBtr0087268, FBtr0329872, FBtr0088473, FBtr0073725, FBtr0075322, FBtr0072755, FBtr0072117, FBtr0088073, FBtr0336459, FBtr0332413, FBtr0080916, FBtr0290216, FBtr0301812, FBtr0304807, FBtr0089451, FBtr0300680, FBtr0301016, FBtr0308841, FBtr0082378, FBtr0100537, FBtr0079251, FBtr0080362, FBtr0079013, FBtr0299833, FBtr0085373, FBtr0086580, FBtr0071777, FBtr0076822"	694	2990	13921	1.073395468	1	0.907851643
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	153	22.04610951	0.707072691	0.558733832	5.339074297	"FBtr0300555, FBtr0301645, FBtr0082909, FBtr0345342, FBtr0071170, FBtr0301484, FBtr0084805, FBtr0089026, FBtr0084648, FBtr0082869, FBtr0089028, FBtr0081257, FBtr0344535, FBtr0081016, FBtr0345108, FBtr0085501, FBtr0334610, FBtr0082596, FBtr0088699, FBtr0087881, FBtr0078135, FBtr0085460, FBtr0335429, FBtr0072417, FBtr0076597, FBtr0075542, FBtr0071207, FBtr0074299, FBtr0331505, FBtr0074335, FBtr0303779, FBtr0302569, FBtr0300028, FBtr0073067, FBtr0339571, FBtr0072130, FBtr0070070, FBtr0081427, FBtr0305317, FBtr0087533, FBtr0088103, FBtr0302160, FBtr0086044, FBtr0072923, FBtr0339612, FBtr0112806, FBtr0076888, FBtr0079999, FBtr0089084, FBtr0345005, FBtr0081638, FBtr0331759, FBtr0340195, FBtr0071590, FBtr0305545, FBtr0306634, FBtr0084629, FBtr0083810, FBtr0334873, FBtr0086136, FBtr0332212, FBtr0331760, FBtr0078230, FBtr0334870, FBtr0075365, FBtr0079841, FBtr0333029, FBtr0079609, FBtr0345597, FBtr0113768, FBtr0089771, FBtr0290138, FBtr0100058, FBtr0087869, FBtr0089659, FBtr0084755, FBtr0082584, FBtr0083278, FBtr0308245, FBtr0085694, FBtr0342919, FBtr0077397, FBtr0085571, FBtr0079572, FBtr0087870, FBtr0334461, FBtr0331635, FBtr0331756, FBtr0330700, FBtr0290024, FBtr0076106, FBtr0330302, FBtr0075338, FBtr0071014, FBtr0100183, FBtr0346633, FBtr0346594, FBtr0343641, FBtr0343486, FBtr0339660, FBtr0339781, FBtr0084601, FBtr0083876, FBtr0082424, FBtr0088806, FBtr0079783, FBtr0308070, FBtr0076433, FBtr0079703, FBtr0075983, FBtr0331389, FBtr0331664, FBtr0110834, FBtr0086119, FBtr0079150, FBtr0083136, FBtr0085551, FBtr0086089, FBtr0071637, FBtr0333835, FBtr0075078, FBtr0074385, FBtr0070423, FBtr0071035, FBtr0331716, FBtr0344874, FBtr0084702, FBtr0085513, FBtr0332090, FBtr0300178, FBtr0336699, FBtr0082099, FBtr0334310, FBtr0082376, FBtr0084399, FBtr0087268, FBtr0329872, FBtr0088473, FBtr0073725, FBtr0075322, FBtr0072755, FBtr0072117, FBtr0088073, FBtr0336459, FBtr0332413, FBtr0080916, FBtr0290216, FBtr0304807, FBtr0089451, FBtr0300680, FBtr0301016, FBtr0308841, FBtr0082378, FBtr0100537, FBtr0079251, FBtr0080362, FBtr0079013, FBtr0299833, FBtr0085373, FBtr0086580, FBtr0071777"	561	2814	10026	0.971699942	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0087881	CG8785-RA	2.96241	0.005379	7.2	FlyBase CG8785-RA	Figure for CG8785-RA							
FBtr0083876	Rh3-RA	1.037006	0	18.9	FlyBase Rh3-RA	Figure for Rh3-RA							
FBtr0339660	CG44325-RB	2.593826	0.008018	3.1	FlyBase CG44325-RB	Figure for CG44325-RB							
FBtr0080916	mdy-RB	1.641879	0.024683	23.9	FlyBase mdy-RB	Figure for mdy-RB							
FBtr0331756	CG9917-RB	1.044068	0.02585	21.7	FlyBase CG9917-RB	Figure for CG9917-RB							
FBtr0082376	Ugt86De-RA	2.710392	0	22.9	FlyBase Ugt86De-RA	Figure for Ugt86De-RA							
FBtr0085501	CG31036-RA	1.113485	0.038189	20.2	FlyBase CG31036-RA	Figure for CG31036-RA							
FBtr0079150	CG13999-RA	2.508022	0	6.5	FlyBase CG13999-RA	Figure for CG13999-RA							
FBtr0085460	Kul-RA	0.754286	0.046447	21.5	FlyBase Kul-RA	Figure for Kul-RA							
FBtr0332413	Rtnl1-RL	2.018356	NOTEST	3.3	FlyBase Rtnl1-RL	Figure for Rtnl1-RL							
FBtr0308245	CG3376-RC	1.113343	0.015683	19.5	FlyBase CG3376-RC	Figure for CG3376-RC							
FBtr0331759	alpha-Man-Ia-RP	0.705316	0.048262	22.1	FlyBase alpha-Man-Ia-RP	Figure for alpha-Man-Ia-RP							
FBtr0084399	fzo-RA	1.09296	0.041225	15.2	FlyBase fzo-RA	Figure for fzo-RA							
FBtr0082584	CG5196-RA	2.544086	0.005379	23	FlyBase CG5196-RA	Figure for CG5196-RA							
FBtr0100382	nrv2-RF	1.287082	0.025327	23.8	FlyBase nrv2-RF	Figure for nrv2-RF							
FBtr0077397	hoe1-RA	0.932625	0.03836	6.9	FlyBase hoe1-RA	Figure for hoe1-RA							
FBtr0339781	SPR-RB	3.123657	0.008018	6.1	FlyBase SPR-RB	Figure for SPR-RB							
FBtr0300028	CG34242-RB	2.100172	0.005379	21.5	FlyBase CG34242-RB	Figure for CG34242-RB							
FBtr0078230	CG5262-RA	1.348091	0.040599	5.3	FlyBase CG5262-RA	Figure for CG5262-RA							
FBtr0079999	CG5022-RA	0.976399	0.030408	2.6	FlyBase CG5022-RA	Figure for CG5022-RA							
FBtr0082183	Best1-RA	0.882728	0.028494	2.1	FlyBase Best1-RA	Figure for Best1-RA							
FBtr0299833	KCNQ-RD	0.662288	0.042671	23.8	FlyBase KCNQ-RD	Figure for KCNQ-RD							
FBtr0086119	PGAP3-RB	1.132166	0.02813	22.7	FlyBase PGAP3-RB	Figure for PGAP3-RB							
FBtr0345005	CG13907-RB	1.037186	0.044794	23	FlyBase CG13907-RB	Figure for CG13907-RB							
FBtr0088103	Syx6-RB	1.330069	0.03836	21.1	FlyBase Syx6-RB	Figure for Syx6-RB							
FBtr0333029	CG17364-RF	0.643489	0.051533	21.9	FlyBase CG17364-RF	Figure for CG17364-RF							
FBtr0082099	CG9444-RA	0.583964	0.048262	4.3	FlyBase CG9444-RA	Figure for CG9444-RA							
FBtr0079013	qtc-RB	1.220967	0.029757	21.8	FlyBase qtc-RB	Figure for qtc-RB							
FBtr0331760	sog-RB	1.141983	0.023884	6.6	FlyBase sog-RB	Figure for sog-RB							
FBtr0079703	fu12-RA	0.771223	0.045606	5.7	FlyBase fu12-RA	Figure for fu12-RA							
FBtr0334310	Lerp-RE	0.851315	0.037102	10.5	FlyBase Lerp-RE	Figure for Lerp-RE							
FBtr0304807	CG43078-RA	1.097338	0.028494	1.7	FlyBase CG43078-RA	Figure for CG43078-RA							
FBtr0334890	COX5A-RC	0.733328	0.008018	0.5	FlyBase COX5A-RC	Figure for COX5A-RC							
FBtr0085712	Cyp4c3-RA	1.317892	0.036061	21.2	FlyBase Cyp4c3-RA	Figure for Cyp4c3-RA							
FBtr0083278	CG6126-RA	0.281315	0.047189	21.1	FlyBase CG6126-RA	Figure for CG6126-RA							
FBtr0305317	CG30345-RB	0.938998	0.02585	9.4	FlyBase CG30345-RB	Figure for CG30345-RB							
FBtr0085513	trp-RA	2.500768	0.011589	18.4	FlyBase trp-RA	Figure for trp-RA							
FBtr0302569	qtc-RH	1.270836	0.009609	20.5	FlyBase qtc-RH	Figure for qtc-RH							
FBtr0072117	bw-RA	1.963185	0	22.1	FlyBase bw-RA	Figure for bw-RA							
FBtr0306634	CG42668-RN	1.713399	0.009609	8.3	FlyBase CG42668-RN	Figure for CG42668-RN							
FBtr0089451	anne-RG	1.726239	0.015683	2.9	FlyBase anne-RG	Figure for anne-RG							
FBtr0071014	CG4607-RB	1.12707	0.011589	20.3	FlyBase CG4607-RB	Figure for CG4607-RB							
FBtr0080362	Patsas-RA	0.634581	0.047189	1.3	FlyBase Patsas-RA	Figure for Patsas-RA							
FBtr0086089	COX4L-RA	1.200968	0.030408	18.3	FlyBase COX4L-RA	Figure for COX4L-RA							
FBtr0100058	NimB3-RA	2.047073	0.008018	0.3	FlyBase NimB3-RA	Figure for NimB3-RA							
FBtr0084702	sosie-RA	0.944009	0.018529	0.1	FlyBase sosie-RA	Figure for sosie-RA							
FBtr0085373	Ctl2-RC	1.352779	0.016774	5.9	FlyBase Ctl2-RC	Figure for Ctl2-RC							
FBtr0073067	PHGPx-RA	0.909519	0.035105	24	FlyBase PHGPx-RA	Figure for PHGPx-RA							
FBtr0071590	MFS16-RB	0.800933	0.042263	13.4	FlyBase MFS16-RB	Figure for MFS16-RB							
FBtr0301645	Teh4-RB	0.689267	0.036061	2.6	FlyBase Teh4-RB	Figure for Teh4-RB							
FBtr0075365	Syx8-RA	0.907784	0.053453	22.6	FlyBase Syx8-RA	Figure for Syx8-RA							
FBtr0079572	Bsg-RH	0.770949	0.048636	6.5	FlyBase Bsg-RH	Figure for Bsg-RH							
FBtr0340195	sdk-RG	0.716121	0.058421	7.8	FlyBase sdk-RG	Figure for sdk-RG							
FBtr0071207	Nrg-RA	0.50197	0.057192	7.1	FlyBase Nrg-RA	Figure for Nrg-RA							
FBtr0074973	Shal-RA	1.551797	0.015683	19.8	FlyBase Shal-RA	Figure for Shal-RA							
FBtr0305545	Mtch-RF	1.676505	NOTEST	14.6	FlyBase Mtch-RF	Figure for Mtch-RF							
FBtr0336699	olf186-F-RG	0.235081	0.024683	21.7	FlyBase olf186-F-RG	Figure for olf186-F-RG							
FBtr0300680	ND-B12-RE	1.064027	0.027401	22.5	FlyBase ND-B12-RE	Figure for ND-B12-RE							
FBtr0071170	CG1632-RA	1.765873	0.02585	19.2	FlyBase CG1632-RA	Figure for CG1632-RA							
FBtr0273393	ND-B17.2-RB	3.847776	0	23	FlyBase ND-B17.2-RB	Figure for ND-B17.2-RB							
FBtr0076888	CG14830-RA	1.777742	0.005379	2.8	FlyBase CG14830-RA	Figure for CG14830-RA							
FBtr0072755	ABCB7-RB	0.811086	0.039622	22.1	FlyBase ABCB7-RB	Figure for ABCB7-RB							
FBtr0087533	CG8468-RA	0.855606	0.049238	13.8	FlyBase CG8468-RA	Figure for CG8468-RA							
FBtr0071676	Tim10-RA	1.32666	0.02813	23.9	FlyBase Tim10-RA	Figure for Tim10-RA							
FBtr0086156	SdhB-RA	0.68163	0.014377	22.2	FlyBase SdhB-RA	Figure for SdhB-RA							
FBtr0290216	CG13012-RB	0.522801	0.051863	5.6	FlyBase CG13012-RB	Figure for CG13012-RB							
FBtr0071777	Oatp58Dc-RA	0.73369	0.048636	5.1	FlyBase Oatp58Dc-RA	Figure for Oatp58Dc-RA							
FBtr0079783	CG13101-RA	1.305304	0.030408	1.2	FlyBase CG13101-RA	Figure for CG13101-RA							
FBtr0073146	sty-RB	2.568252	0.005379	7.2	FlyBase sty-RB	Figure for sty-RB							
FBtr0087268	CG8314-RA	0.433681	0.03296	16.6	FlyBase CG8314-RA	Figure for CG8314-RA							
FBtr0084805	CG13654-RA	0.540133	NOTEST	4.3	FlyBase CG13654-RA	Figure for CG13654-RA							
FBtr0301016	CG33203-RD	0.855692	0.046042	15	FlyBase CG33203-RD	Figure for CG33203-RD							
FBtr0070423	FarO-RA	1.613194	0	5	FlyBase FarO-RA	Figure for FarO-RA							
FBtr0302160	fu12-RC	1.198151	0.050058	10	FlyBase fu12-RC	Figure for fu12-RC							
FBtr0330302	CG33203-RF	2.323791	0.009609	0.3	FlyBase CG33203-RF	Figure for CG33203-RF							
FBtr0073482	Tim8-RA	0.924762	0.051533	23.4	FlyBase Tim8-RA	Figure for Tim8-RA							
FBtr0303779	CG10165-RC	0.868593	0.042001	7.1	FlyBase CG10165-RC	Figure for CG10165-RC							
FBtr0088806	CG30373-RA	1.442431	0.023178	20.3	FlyBase CG30373-RA	Figure for CG30373-RA							
FBtr0331664	Ndae1-RJ	2.344171	0	20.6	FlyBase Ndae1-RJ	Figure for Ndae1-RJ							
FBtr0344535	CG45089-RA	1.154028	0.019558	2.1	FlyBase CG45089-RA	Figure for CG45089-RA							
FBtr0074903	Tom20-RA	0.592004	0.038189	0.4	FlyBase Tom20-RA	Figure for Tom20-RA							
FBtr0333835	Rdl-RF	1.63565	0.008018	5.4	FlyBase Rdl-RF	Figure for Rdl-RF							
FBtr0079609	CG7781-RA	0.235581	0.037102	7.1	FlyBase CG7781-RA	Figure for CG7781-RA							
FBtr0082909	140up-RA	0.742961	0.031953	0.7	FlyBase 140up-RA	Figure for 140up-RA							
FBtr0300178	gol-RC	0.538906	0.040404	11.3	FlyBase gol-RC	Figure for gol-RC							
FBtr0074299	Cnx14D-RA	1.17583	0.040967	17.5	FlyBase Cnx14D-RA	Figure for Cnx14D-RA							
FBtr0082869	CG3061-RA	0.807233	0.032438	22.5	FlyBase CG3061-RA	Figure for CG3061-RA							
FBtr0072607	Vti1a-RA	1.716942	0.016774	22.5	FlyBase Vti1a-RA	Figure for Vti1a-RA							
FBtr0089026	Tsp42Eh-RB	0.762191	0.050781	21.4	FlyBase Tsp42Eh-RB	Figure for Tsp42Eh-RB							
FBtr0070070	Or1a-RA	1.004518	0.040404	7.8	FlyBase Or1a-RA	Figure for Or1a-RA							
FBtr0075542	fwe-RA	0.099005	0.033575	18.5	FlyBase fwe-RA	Figure for fwe-RA							
FBtr0075983	CG32103-RC	0.948838	0.037102	21.5	FlyBase CG32103-RC	Figure for CG32103-RC							
